,Station,Date,Temp_Max,Temp_Min,Temp_Avg,Temp_Norm_Dev,Temp_Dew_Point,Temp_Wet_Bulb,Heat,Cool,Sunrise,Sunset,CodeSum,Max_Snow_Depth,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed
632,1.0,2008-09-10,72.0,48.0,60.0,-6,48.0,54.0,5.0,0.0,526.0,1812.0, ,0.0,0.0,0.00,29.47,30.21,4.3,14.0,5.1
633,2.0,2008-09-10,72.0,50.0,61.0,,47.0,54.0,4.0,0.0,,, ,,,0.00,29.54,30.20,4.0,14.0,4.9
634,1.0,2008-09-11,79.0,55.0,67.0,2.0,57.0,61.0,0.0,2.0,527.0,1810.0,RA BR,0.0,0.0,,29.33,30.08,8.9,18.0,9.8
635,2.0,2008-09-11,79.0,57.0,68.0,,57.0,62.0,0.0,3.0,,,BR,,,0.00,29.40,30.07,8.6,18.0,9.4
636,1.0,2008-09-12,73.0,69.0,71.0,6.0,67.0,68.0,0.0,6.0,528.0,1809.0,RA DZ BR,0.0,0.0,0.37,29.22,29.96,6.0,22.0,6.8
637,2.0,2008-09-12,73.0,69.0,71.0,,68.0,69.0,0.0,6.0,,,RA DZ BR,,,0.62,29.28,29.95,6.6,23.0,7.1
638,1.0,2008-09-13,75.0,68.0,72.0,7.0,69.0,70.0,0.0,7.0,529.0,1807.0,RA BR,0.0,0.0,6.64,28.97,29.71,6.4,21.0,9.1
639,2.0,2008-09-13,77.0,69.0,73.0,,71.0,72.0,0.0,8.0,,,RA BR,,,3.07,29.04,29.70,7.2,22.0,9.7
640,1.0,2008-09-14,72.0,58.0,65.0,1.0,61.0,62.0,0.0,0.0,530.0,1805.0,RA BR,0.0,0.0,1.44,28.97,29.67,7.7,31.0,10.1
641,2.0,2008-09-14,72.0,58.0,65.0,,62.0,63.0,0.0,0.0,,,RA BR,,,1.75,29.01,29.66,7.2,32.0,9.9
642,1.0,2008-09-15,63.0,53.0,58.0,-6,51.0,55.0,7.0,0.0,531.0,1803.0, ,0.0,0.0,,29.41,30.10,5.7,34.0,6.1
643,2.0,2008-09-15,65.0,55.0,60.0,,53.0,56.0,5.0,0.0,,, ,,,0.01,29.47,30.09,5.9,33.0,6.3
644,1.0,2008-09-16,71.0,49.0,60.0,-4,50.0,55.0,5.0,0.0,532.0,1760.0, ,0.0,0.0,0.00,29.47,30.19,5.3,23.0,5.8
645,2.0,2008-09-16,71.0,50.0,61.0,,50.0,55.0,4.0,0.0,,, ,,,0.00,29.52,30.18,5.3,24.0,6.2
646,1.0,2008-09-17,82.0,57.0,70.0,6.0,56.0,60.0,0.0,5.0,533.0,1758.0, ,0.0,0.0,0.00,29.46,30.18,2.1,29.0,7.0
647,2.0,2008-09-17,83.0,58.0,71.0,,56.0,61.0,0.0,6.0,,, ,,,0.00,29.52,30.17,2.2,28.0,8.1
648,1.0,2008-09-18,74.0,56.0,65.0,1.0,55.0,60.0,0.0,0.0,535.0,1756.0, ,0.0,0.0,0.00,29.56,30.28,6.1,9.0,7.2
649,2.0,2008-09-18,74.0,62.0,68.0,,56.0,60.0,0.0,3.0,,, ,,,0.00,29.62,30.27,7.2,9.0,7.9
650,1.0,2008-09-19,77.0,54.0,66.0,3.0,54.0,59.0,0.0,1.0,536.0,1755.0, ,0.0,0.0,0.00,29.47,30.20,5.8,19.0,6.0
651,2.0,2008-09-19,79.0,58.0,69.0,,53.0,60.0,0.0,4.0,,, ,,,0.00,29.52,30.19,6.1,18.0,6.8
652,1.0,2008-09-20,82.0,56.0,69.0,7.0,57.0,61.0,0.0,4.0,537.0,1753.0, ,0.0,0.0,0.00,29.46,30.17,1.7,16.0,2.9
653,2.0,2008-09-20,82.0,59.0,71.0,,56.0,62.0,0.0,6.0,,,HZ,,,0.00,29.51,30.16,2.3,12.0,3.1
654,1.0,2008-09-21,80.0,58.0,69.0,7.0,61.0,64.0,0.0,4.0,538.0,1751.0,FG+ BR HZ,0.0,0.0,0.00,29.55,30.26,3.8,5.0,4.2
655,2.0,2008-09-21,80.0,60.0,70.0,,61.0,65.0,0.0,5.0,,,BR HZ,,,0.00,29.60,30.24,3.0,9.0,3.6
656,1.0,2008-09-22,81.0,61.0,71.0,9.0,59.0,64.0,0.0,6.0,539.0,1749.0,BR HZ,0.0,0.0,0.00,29.59,30.31,6.9,11.0,8.0
657,2.0,2008-09-22,82.0,63.0,73.0,,59.0,64.0,0.0,8.0,,,BR HZ,,,0.00,29.65,30.30,6.7,12.0,7.3
658,1.0,2008-09-23,82.0,59.0,71.0,10.0,57.0,62.0,0.0,6.0,540.0,1748.0, ,0.0,0.0,0.00,29.56,30.29,7.0,15.0,7.7
659,2.0,2008-09-23,83.0,63.0,73.0,,56.0,63.0,0.0,8.0,,, ,,,0.00,29.62,30.28,6.6,15.0,7.6
660,1.0,2008-09-24,82.0,57.0,70.0,9.0,59.0,63.0,0.0,5.0,541.0,1746.0,TS TSRA BR HZ,0.0,0.0,0.20,29.54,30.27,2.6,23.0,4.6
661,2.0,2008-09-24,82.0,62.0,72.0,,57.0,63.0,0.0,7.0,,, ,,,0.00,29.60,30.25,2.7,21.0,4.9
662,1.0,2008-09-25,77.0,63.0,70.0,9.0,61.0,64.0,0.0,5.0,542.0,1744.0,BR HZ,0.0,0.0,0.00,29.54,30.27,6.9,4.0,7.5
663,2.0,2008-09-25,78.0,66.0,72.0,,61.0,65.0,0.0,7.0,,,BR HZ,,,0.00,29.59,30.25,5.4,4.0,6.0
664,1.0,2008-09-26,79.0,59.0,69.0,9.0,55.0,60.0,0.0,4.0,543.0,1742.0,BR,0.0,0.0,0.00,29.42,30.16,3.0,6.0,4.3
665,2.0,2008-09-26,78.0,60.0,69.0,,54.0,61.0,0.0,4.0,,,BR,,,0.00,29.47,30.14,3.5,6.0,4.6
666,1.0,2008-09-27,81.0,53.0,67.0,7.0,54.0,60.0,0.0,2.0,544.0,1741.0,BR,0.0,0.0,0.00,29.33,30.06,1.0,3.0,2.7
667,2.0,2008-09-27,80.0,55.0,68.0,,54.0,60.0,0.0,3.0,,,BR HZ,,,0.00,29.39,30.04,1.6,7.0,3.1
668,1.0,2008-09-28,68.0,57.0,63.0,4.0,57.0,60.0,2.0,0.0,545.0,1739.0, ,0.0,0.0,0.00,29.41,30.13,7.2,4.0,7.8
669,2.0,2008-09-28,69.0,60.0,65.0,,57.0,60.0,0.0,0.0,,, ,,,0.00,29.46,30.11,7.3,4.0,7.4
670,1.0,2008-09-29,64.0,54.0,59.0,0.0,55.0,57.0,6.0,0.0,546.0,1737.0,RA BR,0.0,0.0,0.82,29.26,30.00,3.5,33.0,4.8
671,2.0,2008-09-29,65.0,56.0,61.0,,57.0,59.0,4.0,0.0,,,RA BR HZ,,,0.11,29.31,29.99,1.6,33.0,4.4
672,1.0,2008-09-30,59.0,48.0,54.0,-5,44.0,49.0,11.0,0.0,547.0,1735.0, ,0.0,0.0,0.00,29.21,29.95,11.4,31.0,11.5
673,2.0,2008-09-30,61.0,48.0,55.0,,45.0,50.0,10.0,0.0,,, ,,,0.01,29.27,29.94,9.3,31.0,9.5
674,1.0,2008-10-01,61.0,46.0,54.0,-4,40.0,47.0,11.0,0.0,548.0,1734.0, ,0.0,0.0,0.00,29.24,29.97,11.2,33.0,11.1
675,2.0,2008-10-01,62.0,46.0,,,41.0,47.0,,,,, ,,,0.00,29.30,29.96,10.9,33.0,11.0
676,1.0,2008-10-02,61.0,42.0,52.0,-6,40.0,47.0,13.0,0.0,549.0,1732.0, ,0.0,0.0,0.00,29.18,29.91,8.7,28.0,9.2
677,2.0,2008-10-02,62.0,43.0,53.0,,40.0,47.0,12.0,0.0,,, ,,,0.00,29.24,29.92,9.5,28.0,10.1
678,1.0,2008-10-03,60.0,44.0,52.0,-5,42.0,47.0,13.0,0.0,550.0,1730.0,RA,0.0,0.0,0.01,29.34,30.05,6.5,3.0,7.7
679,2.0,2008-10-03,59.0,49.0,54.0,,43.0,49.0,11.0,0.0,,,RA,,,0.01,29.40,30.04,6.0,6.0,8.3
680,1.0,2008-10-04,61.0,38.0,50.0,-7,38.0,45.0,15.0,0.0,552.0,1729.0, ,0.0,0.0,0.00,29.51,30.23,3.2,11.0,4.4
681,2.0,2008-10-04,60.0,42.0,51.0,,39.0,46.0,14.0,0.0,,, ,,,0.00,29.57,30.23,3.1,11.0,4.3
682,1.0,2008-10-05,61.0,41.0,51.0,-6,43.0,48.0,14.0,0.0,553.0,1727.0,RA,0.0,0.0,0.06,29.51,30.25,5.6,11.0,6.6
683,2.0,2008-10-05,61.0,46.0,54.0,,41.0,49.0,11.0,0.0,,,RA,,,0.03,29.57,30.24,6.5,11.0,7.2
684,1.0,2008-10-06,69.0,54.0,62.0,6.0,47.0,54.0,3.0,0.0,554.0,1725.0, ,0.0,0.0,0.00,29.49,30.23,10.5,11.0,10.7
685,2.0,2008-10-06,70.0,56.0,63.0,,46.0,54.0,2.0,0.0,,, ,,,0.00,29.55,30.23,8.9,12.0,9.1
686,1.0,2008-10-07,63.0,56.0,60.0,4.0,52.0,56.0,5.0,0.0,555.0,1724.0,RA BR,0.0,0.0,0.80,29.24,30.01,10.3,13.0,11.3
687,2.0,2008-10-07,65.0,56.0,61.0,,52.0,56.0,4.0,0.0,,,RA DZ BR,,,0.86,29.31,30.01,9.5,14.0,10.9
688,1.0,2008-10-08,64.0,50.0,57.0,1.0,51.0,54.0,8.0,0.0,556.0,1722.0,RA BR,0.0,0.0,0.19,29.13,29.85,7.5,26.0,8.1
689,2.0,2008-10-08,63.0,52.0,58.0,,52.0,55.0,7.0,0.0,,,RA BR,,,0.29,29.20,29.86,7.4,26.0,8.3
690,1.0,2008-10-09,69.0,47.0,58.0,3.0,38.0,49.0,7.0,0.0,557.0,1720.0, ,0.0,0.0,0.00,29.36,30.05,5.5,29.0,5.8
691,2.0,2008-10-09,69.0,48.0,59.0,,39.0,49.0,6.0,0.0,,, ,,,0.00,29.41,30.05,3.9,29.0,4.8
692,1.0,2008-10-10,72.0,42.0,57.0,2.0,42.0,50.0,8.0,0.0,558.0,1719.0, ,0.0,0.0,0.00,29.47,30.18,4.8,11.0,6.7
693,2.0,2008-10-10,73.0,46.0,60.0,,41.0,51.0,5.0,0.0,,, ,,,0.00,29.52,30.17,5.3,11.0,6.1
694,1.0,2008-10-11,79.0,51.0,65.0,11.0,50.0,57.0,0.0,0.0,559.0,1717.0, ,0.0,0.0,0.00,29.52,30.24,4.2,14.0,5.0
695,2.0,2008-10-11,80.0,55.0,68.0,,50.0,57.0,0.0,3.0,,, ,,,0.00,29.58,30.24,3.9,14.0,5.0
696,1.0,2008-10-12,84.0,57.0,71.0,17.0,56.0,61.0,0.0,6.0,600.0,1715.0,BR,0.0,0.0,0.00,29.55,30.27,4.3,15.0,5.1
697,2.0,2008-10-12,86.0,62.0,74.0,,54.0,62.0,0.0,9.0,,, ,,,0.00,29.61,30.26,5.8,16.0,6.3
698,1.0,2008-10-13,77.0,61.0,69.0,16.0,58.0,63.0,0.0,4.0,602.0,1714.0, ,0.0,0.0,0.00,29.47,30.21,7.7,20.0,8.1
699,2.0,2008-10-13,79.0,64.0,72.0,,57.0,63.0,0.0,7.0,,, ,,,0.00,29.54,30.20,8.3,20.0,8.7
700,1.0,2008-10-14,69.0,53.0,61.0,8.0,43.0,51.0,4.0,0.0,603.0,1712.0,RA,0.0,0.0,,29.49,30.22,2.0,30.0,6.8
701,2.0,2008-10-14,70.0,55.0,63.0,,43.0,52.0,2.0,0.0,,, ,,,,29.54,30.21,1.5,34.0,7.2
702,1.0,2008-10-15,63.0,47.0,55.0,2.0,50.0,53.0,10.0,0.0,604.0,1711.0,RA BR,0.0,0.0,0.30,29.34,30.06,4.2,32.0,6.3
703,2.0,2008-10-15,64.0,50.0,57.0,,51.0,54.0,8.0,0.0,,,RA BR,,,0.24,29.39,30.05,3.6,32.0,6.8
704,1.0,2008-10-16,59.0,43.0,51.0,-1,38.0,44.0,14.0,0.0,605.0,1709.0, ,0.0,0.0,0.00,29.52,30.25,6.1,35.0,7.5
705,2.0,2008-10-16,59.0,44.0,52.0,,39.0,45.0,13.0,0.0,,, ,,,0.00,29.57,30.24,6.7,35.0,8.0
706,1.0,2008-10-17,57.0,43.0,50.0,-2,39.0,44.0,15.0,0.0,606.0,1707.0, ,0.0,0.0,0.00,29.53,30.26,6.2,36.0,7.2
707,2.0,2008-10-17,56.0,44.0,50.0,,40.0,46.0,15.0,0.0,,, ,,,,29.59,30.25,5.8,36.0,7.2
708,1.0,2008-10-18,60.0,43.0,52.0,1.0,40.0,45.0,13.0,0.0,607.0,1706.0,RA BR,0.0,0.0,0.05,29.58,30.32,2.1,7.0,6.1
709,2.0,2008-10-18,60.0,46.0,53.0,,41.0,47.0,12.0,0.0,,,RA BR,,,0.14,29.65,30.32,2.4,7.0,5.3
710,1.0,2008-10-19,62.0,40.0,51.0,0.0,37.0,45.0,14.0,0.0,608.0,1704.0, ,0.0,0.0,0.00,29.49,30.24,12.0,19.0,12.4
711,2.0,2008-10-19,62.0,44.0,53.0,,37.0,46.0,12.0,0.0,,, ,,,0.00,29.57,30.25,10.6,19.0,10.9
712,1.0,2008-10-20,55.0,43.0,49.0,-1,42.0,46.0,16.0,0.0,610.0,1703.0,RA BR,0.0,0.0,0.18,29.48,30.21,4.0,31.0,7.6
713,2.0,2008-10-20,56.0,44.0,50.0,,43.0,47.0,15.0,0.0,,,RA BR,,,0.31,29.54,30.21,3.2,31.0,7.4
714,1.0,2008-10-21,55.0,38.0,47.0,-3,35.0,42.0,18.0,0.0,611.0,1701.0, ,0.0,0.0,0.00,29.64,30.37,7.1,2.0,8.7
715,2.0,2008-10-21,55.0,39.0,47.0,,37.0,43.0,18.0,0.0,,, ,,,0.00,29.70,30.37,6.7,3.0,9.2
716,1.0,2008-10-22,52.0,35.0,44.0,-6,30.0,40.0,21.0,0.0,612.0,1660.0, ,0.0,0.0,0.00,29.65,30.39,12.1,12.0,13.1
717,2.0,2008-10-22,54.0,40.0,47.0,,29.0,40.0,18.0,0.0,,, ,,,0.00,29.71,30.40,12.0,12.0,12.6
718,1.0,2008-10-23,58.0,41.0,50.0,1.0,36.0,44.0,15.0,0.0,613.0,1658.0,RA,0.0,0.0,0.16,29.50,30.27,11.5,12.0,11.8
719,2.0,2008-10-23,60.0,40.0,50.0,,34.0,43.0,15.0,0.0,,,RA,,,0.09,29.56,30.27,10.6,12.0,10.8
720,1.0,2008-10-24,54.0,44.0,49.0,0.0,44.0,47.0,16.0,0.0,614.0,1657.0,TSRA RA BR,0.0,0.0,0.32,29.18,29.96,5.3,19.0,6.1
721,2.0,2008-10-24,56.0,45.0,51.0,,44.0,47.0,14.0,0.0,,,RA BR,,,0.63,29.25,29.97,5.6,20.0,6.9
722,1.0,2008-10-25,53.0,43.0,48.0,0.0,40.0,44.0,17.0,0.0,616.0,1656.0,RA DZ BR,0.0,0.0,,29.02,29.77,11.9,22.0,12.3
723,2.0,2008-10-25,53.0,43.0,48.0,,41.0,45.0,17.0,0.0,,, ,,,,29.09,29.79,12.8,23.0,13.2
724,1.0,2008-10-26,56.0,37.0,47.0,-1,32.0,41.0,18.0,0.0,617.0,1654.0,RA,0.0,,,29.10,29.80,17.2,27.0,17.8
725,2.0,2008-10-26,56.0,36.0,46.0,,34.0,41.0,19.0,0.0,,,RA SN,,,0.01,29.17,29.81,17.5,27.0,18.4
726,1.0,2008-10-27,47.0,33.0,40.0,-8,27.0,35.0,25.0,0.0,618.0,1653.0, ,0.0,,,29.51,30.20,13.7,31.0,14.4
727,2.0,2008-10-27,47.0,34.0,41.0,,28.0,35.0,24.0,0.0,,,RA SN,,,,29.57,30.21,13.4,31.0,13.9
728,1.0,2008-10-28,45.0,31.0,38.0,-9,23.0,33.0,27.0,0.0,619.0,1651.0, ,0.0,0.0,0.00,29.54,30.29,10.5,30.0,10.9
729,2.0,2008-10-28,45.0,32.0,39.0,,23.0,33.0,26.0,0.0,,, ,,,0.00,29.60,30.31,9.9,30.0,10.3
730,1.0,2008-10-29,51.0,32.0,42.0,-5,24.0,34.0,23.0,0.0,620.0,1650.0, ,0.0,0.0,0.00,29.47,30.21,3.7,32.0,6.2
731,2.0,2008-10-29,51.0,33.0,42.0,,25.0,35.0,23.0,0.0,,, ,,,0.00,29.54,30.22,1.7,29.0,6.1
732,1.0,2008-10-30,62.0,31.0,47.0,1.0,32.0,41.0,18.0,0.0,622.0,1649.0, ,0.0,0.0,0.00,29.57,30.31,10.5,19.0,10.4
733,2.0,2008-10-30,63.0,34.0,49.0,,31.0,41.0,16.0,0.0,,, ,,,0.00,29.65,30.33,9.3,19.0,9.4
734,1.0,2008-10-31,70.0,48.0,59.0,13.0,46.0,51.0,6.0,0.0,623.0,1647.0, ,0.0,0.0,0.00,29.57,30.30,5.7,22.0,7.4
735,2.0,2008-10-31,71.0,49.0,60.0,,46.0,51.0,5.0,0.0,,,HZ,,,0.00,29.64,30.30,6.0,22.0,7.9
736,1.0,2009-05-01,60.0,46.0,53.0,0.0,40.0,47.0,12.0,0.0,448.0,1849.0,RA,0.0,0.0,0.02,29.26,29.98,8.4,29.0,8.5
737,2.0,2009-05-01,62.0,48.0,55.0,,42.0,48.0,10.0,0.0,,,RA,,,0.04,29.33,29.98,8.1,29.0,8.6
738,1.0,2009-05-02,66.0,44.0,55.0,1.0,33.0,45.0,10.0,0.0,447.0,1850.0, ,0.0,0.0,0.00,29.21,29.94,8.8,26.0,9.2
739,2.0,2009-05-02,65.0,45.0,55.0,,34.0,46.0,10.0,0.0,,, ,,,0.00,29.28,29.95,9.2,27.0,9.5
740,1.0,2009-05-03,70.0,43.0,57.0,3.0,34.0,47.0,8.0,0.0,446.0,1851.0, ,0.0,0.0,0.00,29.19,29.92,3.9,26.0,4.9
741,2.0,2009-05-03,70.0,45.0,58.0,,35.0,48.0,7.0,0.0,,, ,,,0.00,29.26,29.92,4.7,26.0,4.8
742,1.0,2009-05-04,70.0,43.0,57.0,3.0,34.0,47.0,8.0,0.0,444.0,1852.0, ,0.0,0.0,0.00,29.31,30.02,6.5,9.0,7.6
743,2.0,2009-05-04,70.0,49.0,60.0,,36.0,48.0,5.0,0.0,,, ,,,0.00,29.37,30.02,7.1,9.0,8.4
744,1.0,2009-05-05,71.0,49.0,60.0,5.0,40.0,50.0,5.0,0.0,443.0,1853.0, ,0.0,0.0,0.00,29.22,29.95,5.5,13.0,6.0
745,2.0,2009-05-05,70.0,54.0,62.0,,41.0,51.0,3.0,0.0,,, ,,,0.00,29.28,29.95,5.1,12.0,5.9
746,1.0,2009-05-06,75.0,51.0,63.0,8.0,51.0,55.0,2.0,0.0,442.0,1855.0,RA BR,0.0,0.0,0.67,29.05,29.79,6.5,19.0,8.1
747,2.0,2009-05-06,75.0,56.0,66.0,,51.0,56.0,0.0,1.0,,,RA BR,,,0.86,29.13,29.80,6.2,19.0,7.2
748,1.0,2009-05-07,77.0,56.0,67.0,12.0,52.0,57.0,0.0,2.0,441.0,1856.0,RA BR HZ,0.0,0.0,0.19,29.01,29.73,8.5,25.0,10.3
749,2.0,2009-05-07,77.0,56.0,67.0,,53.0,58.0,0.0,2.0,,,RA BR HZ,,,0.03,29.08,29.74,8.2,24.0,9.2
750,1.0,2009-05-08,77.0,53.0,65.0,9.0,53.0,58.0,0.0,0.0,439.0,1857.0,TSRA RA,0.0,0.0,0.02,28.94,29.68,4.9,21.0,6.0
751,2.0,2009-05-08,74.0,57.0,66.0,,55.0,59.0,0.0,1.0,,,BR HZ,,,0.01,29.00,29.67,4.4,20.0,6.1
752,1.0,2009-05-09,63.0,46.0,55.0,-1,44.0,48.0,10.0,0.0,438.0,1858.0, ,0.0,0.0,,29.19,29.87,6.8,29.0,11.8
753,2.0,2009-05-09,64.0,45.0,55.0,,44.0,49.0,10.0,0.0,,, ,,,0.00,29.26,29.87,4.7,28.0,11.3
754,1.0,2009-05-10,67.0,40.0,54.0,-2,39.0,46.0,11.0,0.0,437.0,1859.0, ,0.0,0.0,0.00,29.41,30.11,4.7,30.0,8.4
755,2.0,2009-05-10,67.0,43.0,55.0,,40.0,47.0,10.0,0.0,,,RA,,,0.02,29.47,30.11,5.1,30.0,9.0
756,1.0,2009-05-11,61.0,39.0,50.0,-7,35.0,44.0,15.0,0.0,436.0,1860.0, ,0.0,0.0,0.00,29.47,30.20,0.7,8.0,4.6
757,2.0,2009-05-11,61.0,40.0,51.0,,34.0,44.0,14.0,0.0,,, ,,,0.00,29.53,30.20,2.1,7.0,4.5
758,1.0,2009-05-12,71.0,39.0,55.0,-2,34.0,47.0,10.0,0.0,435.0,1901.0, ,0.0,0.0,0.00,29.38,30.13,9.5,16.0,9.6
759,2.0,2009-05-12,72.0,44.0,58.0,,32.0,47.0,7.0,0.0,,, ,,,0.00,29.44,30.13,8.9,16.0,9.5
760,1.0,2009-05-13,70.0,53.0,62.0,4.0,56.0,58.0,3.0,0.0,434.0,1902.0,TSRA RA BR,0.0,0.0,0.55,29.01,29.76,14.4,19.0,16.4
761,2.0,2009-05-13,71.0,54.0,63.0,,58.0,60.0,2.0,0.0,,,TSRA RA DZ BR,,,1.03,29.08,29.77,12.9,18.0,14.8
762,1.0,2009-05-14,68.0,53.0,61.0,3.0,44.0,52.0,4.0,0.0,433.0,1903.0, ,0.0,0.0,0.00,29.31,30.00,10.5,27.0,10.7
763,2.0,2009-05-14,69.0,55.0,62.0,,44.0,53.0,3.0,0.0,,, ,,,,29.38,30.00,11.1,27.0,11.3
764,1.0,2009-05-15,61.0,52.0,57.0,-1,51.0,54.0,8.0,0.0,432.0,1904.0,RA BR,0.0,0.0,0.39,29.28,30.00,6.0,16.0,8.8
765,2.0,2009-05-15,63.0,55.0,59.0,,52.0,55.0,6.0,0.0,,,TSRA RA BR,,,0.70,29.34,29.99,4.4,15.0,5.8
766,1.0,2009-05-16,62.0,45.0,54.0,-5,40.0,49.0,11.0,0.0,431.0,1905.0,BR,0.0,0.0,0.00,29.36,30.05,11.0,29.0,12.5
767,2.0,2009-05-16,62.0,47.0,55.0,,41.0,50.0,10.0,0.0,,,DZ BR,,,0.04,29.41,30.05,11.0,30.0,12.4
768,1.0,2009-05-17,63.0,39.0,51.0,-8,27.0,42.0,14.0,0.0,430.0,1906.0, ,0.0,0.0,0.00,29.60,30.32,0.2,33.0,6.2
769,2.0,2009-05-17,59.0,41.0,50.0,,28.0,42.0,15.0,0.0,,, ,,,0.00,29.67,30.32,3.3,9.0,6.5
770,1.0,2009-05-18,66.0,40.0,53.0,-7,33.0,45.0,12.0,0.0,429.0,1907.0, ,0.0,0.0,,29.54,30.29,9.6,19.0,9.9
771,2.0,2009-05-18,67.0,45.0,56.0,,30.0,45.0,9.0,0.0,,, ,,,,29.62,30.30,9.3,19.0,9.5
772,1.0,2009-05-19,80.0,52.0,66.0,6.0,44.0,55.0,0.0,1.0,428.0,1908.0, ,0.0,0.0,0.00,29.48,30.21,13.5,21.0,13.8
773,2.0,2009-05-19,80.0,54.0,67.0,,43.0,54.0,0.0,2.0,,, ,,,0.00,29.55,30.22,12.3,21.0,12.4
774,1.0,2009-05-20,84.0,61.0,73.0,12.0,44.0,57.0,0.0,8.0,427.0,1909.0, ,0.0,0.0,0.00,29.40,30.13,14.4,20.0,14.6
775,2.0,2009-05-20,85.0,61.0,73.0,,43.0,57.0,0.0,8.0,,, ,,,,29.47,30.13,11.9,20.0,12.1
776,1.0,2009-05-21,84.0,60.0,72.0,11.0,49.0,59.0,0.0,7.0,426.0,1910.0, ,0.0,0.0,0.00,29.38,30.09,7.8,23.0,12.8
777,2.0,2009-05-21,85.0,60.0,73.0,,48.0,59.0,0.0,8.0,,, ,,,0.00,29.44,30.09,8.1,25.0,10.9
778,1.0,2009-05-22,69.0,53.0,61.0,0.0,46.0,53.0,4.0,0.0,425.0,1911.0, ,0.0,0.0,0.00,29.46,30.18,10.4,4.0,10.7
779,2.0,2009-05-22,70.0,56.0,63.0,,47.0,54.0,2.0,0.0,,, ,,,0.00,29.50,30.16,10.0,3.0,10.6
780,1.0,2009-05-23,80.0,50.0,65.0,4.0,50.0,57.0,0.0,0.0,425.0,1912.0, ,0.0,0.0,0.00,29.33,30.06,4.5,7.0,5.7
781,2.0,2009-05-23,79.0,55.0,67.0,,51.0,58.0,0.0,2.0,,, ,,,,29.39,30.05,4.5,8.0,5.5
782,1.0,2009-05-24,71.0,55.0,63.0,1.0,46.0,53.0,2.0,0.0,424.0,1913.0, ,0.0,0.0,0.00,29.34,30.07,10.4,4.0,11.0
783,2.0,2009-05-24,70.0,56.0,63.0,,47.0,54.0,2.0,0.0,,, ,,,0.00,29.39,30.05,10.7,3.0,10.8
784,1.0,2009-05-25,67.0,54.0,61.0,-1,43.0,51.0,4.0,0.0,423.0,1914.0,RA DZ,0.0,0.0,0.04,29.28,30.02,10.3,6.0,10.8
785,2.0,2009-05-25,64.0,56.0,60.0,,46.0,53.0,5.0,0.0,,,RA DZ,,,0.08,29.33,30.00,8.7,6.0,9.5
786,1.0,2009-05-26,74.0,53.0,64.0,2.0,51.0,55.0,1.0,0.0,422.0,1915.0,TSRA RA BR,0.0,0.0,1.73,29.08,29.82,7.5,5.0,7.8
787,2.0,2009-05-26,76.0,56.0,66.0,,54.0,58.0,0.0,1.0,,,TSRA RA BR,,,1.38,29.13,29.81,5.7,6.0,6.8
788,1.0,2009-05-27,73.0,55.0,64.0,2.0,58.0,60.0,1.0,0.0,422.0,1916.0,DZ BR HZ,0.0,0.0,0.02,28.95,29.68,3.6,24.0,7.2
789,2.0,2009-05-27,75.0,58.0,67.0,,60.0,63.0,0.0,2.0,,,DZ BR HZ,,,,29.02,29.67,6.8,24.0,8.3
790,1.0,2009-05-28,62.0,54.0,58.0,-5,51.0,54.0,7.0,0.0,421.0,1916.0, ,0.0,0.0,0.00,29.06,29.76,6.8,30.0,8.1
791,2.0,2009-05-28,64.0,55.0,60.0,,51.0,54.0,5.0,0.0,,, ,,,0.00,29.11,29.75,6.8,29.0,8.3
792,1.0,2009-05-29,74.0,50.0,62.0,-2,49.0,55.0,3.0,0.0,421.0,1917.0, ,0.0,0.0,,29.17,29.88,2.7,32.0,6.9
793,2.0,2009-05-29,77.0,55.0,66.0,,49.0,55.0,0.0,1.0,,, ,,,0.00,29.23,29.87,2.0,31.0,6.8
794,1.0,2009-05-30,79.0,50.0,65.0,1.0,46.0,54.0,0.0,0.0,420.0,1918.0,RA,0.0,0.0,,29.09,29.81,2.9,27.0,6.8
795,2.0,2009-05-30,79.0,53.0,66.0,,46.0,55.0,0.0,1.0,,, ,,,,29.15,29.80,1.8,29.0,6.6
796,1.0,2009-05-31,73.0,45.0,59.0,-5,41.0,50.0,6.0,0.0,420.0,1919.0, ,0.0,0.0,0.00,29.21,29.94,2.7,10.0,4.6
797,2.0,2009-05-31,72.0,49.0,61.0,,43.0,52.0,4.0,0.0,,, ,,,0.00,29.26,29.93,2.9,9.0,6.3
798,1.0,2009-06-01,78.0,51.0,65.0,1.0,53.0,57.0,0.0,0.0,419.0,1920.0,TSRA RA,0.0,0.0,0.44,29.19,29.89,1.2,34.0,11.1
799,2.0,2009-06-01,80.0,52.0,66.0,,54.0,58.0,0.0,1.0,,,TSRA RA,,,0.83,29.25,29.88,1.0,34.0,10.0
800,1.0,2009-06-02,60.0,48.0,54.0,-10,46.0,50.0,11.0,0.0,419.0,1920.0,RA BR,0.0,0.0,0.12,29.36,30.09,7.4,3.0,8.0
801,2.0,2009-06-02,61.0,50.0,56.0,,47.0,51.0,9.0,0.0,,,RA BR,,,0.06,29.42,30.07,8.3,3.0,9.2
802,1.0,2009-06-03,61.0,43.0,52.0,-12,39.0,46.0,13.0,0.0,418.0,1921.0, ,0.0,0.0,0.00,29.42,30.15,10.5,4.0,10.7
