,Date,Temp_Min,Temp_Max,Temp_Avg,Temp_Dew_Point,Temp_Wet_Bulb,StnPressure,Day_Length,Ht_Cool,PrecipTotal
302,2008-08-27,60.5,82.5,71.5,56.5,63.0,29.225,803.0,-7.0,0.0
303,2008-08-28,65.0,80.5,73.0,64.5,67.5,29.125,801.0,-7.0,0.06
304,2008-08-29,65.5,84.5,75.5,59.5,65.5,29.265,798.0,-10.0,0.04
305,2008-08-30,58.5,87.0,73.0,55.0,63.0,29.415,796.0,-7.0,0.0
306,2008-08-31,62.5,89.5,76.0,56.5,64.5,29.44,793.0,-10.0,0.0
307,2008-09-01,64.5,89.5,77.0,54.0,63.5,29.395,790.0,-11.0,0.0
308,2008-09-02,66.5,94.5,81.0,61.0,68.0,29.335,788.0,-15.0,0.0
309,2008-09-03,67.0,77.0,72.5,61.0,64.5,29.325,785.0,-7.0,0.02
310,2008-09-04,62.0,67.5,65.0,62.0,63.0,29.105,782.0,1.0,2.9
311,2008-09-05,57.5,69.0,63.5,57.0,59.5,29.25,780.0,1.0,0.0
312,2008-09-06,54.5,74.0,64.5,54.0,58.5,29.31,777.0,1.0,0.01
313,2008-09-07,56.5,74.0,65.5,51.5,57.5,29.38,774.0,0.0,0.0
314,2008-09-08,52.5,68.5,61.0,53.0,55.5,29.43,771.0,5.0,1.23
315,2008-09-09,49.0,68.5,59.0,45.5,52.0,29.48,769.0,6.0,0.0
316,2008-09-10,49.0,72.0,60.5,47.5,54.0,29.505,766.0,5.0,0.0
317,2008-09-11,56.0,79.0,67.5,57.0,61.5,29.365,763.0,-2.0,0.0
318,2008-09-12,69.0,73.0,71.0,67.5,68.5,29.25,761.0,-6.0,0.37
319,2008-09-13,68.5,76.0,72.5,70.0,71.0,29.005,758.0,-7.0,6.64
320,2008-09-14,58.0,72.0,65.0,61.5,62.5,28.99,755.0,0.0,1.44
321,2008-09-15,54.0,64.0,59.0,52.0,55.5,29.44,752.0,7.0,0.0
322,2008-09-16,49.5,71.0,60.5,50.0,55.0,29.495,748.0,5.0,0.0
323,2008-09-17,57.5,82.5,70.5,56.0,60.5,29.49,745.0,-5.0,0.0
324,2008-09-18,59.0,74.0,66.5,55.5,60.0,29.59,741.0,0.0,0.0
325,2008-09-19,56.0,78.0,67.5,53.5,59.5,29.495,739.0,-1.0,0.0
326,2008-09-20,57.5,82.0,70.0,56.5,61.5,29.485,736.0,-4.0,0.0
327,2008-09-21,59.0,80.0,69.5,61.0,64.5,29.575,733.0,-4.0,0.0
328,2008-09-22,62.0,81.5,72.0,59.0,64.0,29.62,730.0,-6.0,0.0
329,2008-09-23,61.0,82.5,72.0,56.5,62.5,29.59,728.0,-6.0,0.0
330,2008-09-24,59.5,82.0,71.0,58.0,63.0,29.57,725.0,-5.0,0.2
331,2008-09-25,64.5,77.5,71.0,61.0,64.5,29.565,722.0,-5.0,0.0
332,2008-09-26,59.5,78.5,69.0,54.5,60.5,29.445,719.0,-4.0,0.0
333,2008-09-27,54.0,80.5,67.5,54.0,60.0,29.36,717.0,-2.0,0.0
334,2008-09-28,58.5,68.5,64.0,57.0,60.0,29.435,714.0,2.0,0.0
335,2008-09-29,55.0,64.5,60.0,56.0,58.0,29.285,711.0,6.0,0.82
336,2008-09-30,48.0,60.0,54.5,44.5,49.5,29.24,708.0,11.0,0.0
337,2008-10-01,46.0,61.5,54.0,40.5,47.0,29.27,706.0,11.0,0.0
338,2008-10-02,42.5,61.5,52.5,40.0,47.0,29.21,703.0,13.0,0.0
339,2008-10-03,46.5,59.5,53.0,42.5,48.0,29.37,700.0,13.0,0.01
340,2008-10-04,40.0,60.5,50.5,38.5,45.5,29.54,697.0,15.0,0.0
341,2008-10-05,43.5,61.0,52.5,42.0,48.5,29.54,694.0,14.0,0.06
342,2008-10-06,55.0,69.5,62.5,46.5,54.0,29.52,691.0,3.0,0.0
343,2008-10-07,56.0,64.0,60.5,52.0,56.0,29.275,689.0,5.0,0.8
344,2008-10-08,51.0,63.5,57.5,51.5,54.5,29.165,686.0,8.0,0.19
345,2008-10-09,47.5,69.0,58.5,38.5,49.0,29.385,683.0,7.0,0.0
346,2008-10-10,44.0,72.5,58.5,41.5,50.5,29.495,681.0,8.0,0.0
347,2008-10-11,53.0,79.5,66.5,50.0,57.0,29.55,678.0,0.0,0.0
348,2008-10-12,59.5,85.0,72.5,55.0,61.5,29.58,675.0,-6.0,0.0
349,2008-10-13,62.5,78.0,70.5,57.5,63.0,29.505,672.0,-4.0,0.0
350,2008-10-14,54.0,69.5,62.0,43.0,51.5,29.515,669.0,4.0,0.0
351,2008-10-15,48.5,63.5,56.0,50.5,53.5,29.365,667.0,10.0,0.3
352,2008-10-16,43.5,59.0,51.5,38.5,44.5,29.545,664.0,14.0,0.0
353,2008-10-17,43.5,56.5,50.0,39.5,45.0,29.56,661.0,15.0,0.0
354,2008-10-18,44.5,60.0,52.5,40.5,46.0,29.615,659.0,13.0,0.05
355,2008-10-19,42.0,62.0,52.0,37.0,45.5,29.53,656.0,14.0,0.0
356,2008-10-20,43.5,55.5,49.5,42.5,46.5,29.51,653.0,16.0,0.18
357,2008-10-21,38.5,55.0,47.0,36.0,42.5,29.67,650.0,18.0,0.0
358,2008-10-22,37.5,53.0,45.5,29.5,40.0,29.68,648.0,21.0,0.0
359,2008-10-23,40.5,59.0,50.0,35.0,43.5,29.53,645.0,15.0,0.16
360,2008-10-24,44.5,55.0,50.0,44.0,47.0,29.215,643.0,16.0,0.32
361,2008-10-25,43.0,53.0,48.0,40.5,44.5,29.055,640.0,17.0,0.0
362,2008-10-26,36.5,56.0,46.5,33.0,41.0,29.135,637.0,18.0,0.0
363,2008-10-27,33.5,47.0,40.5,27.5,35.0,29.54,635.0,25.0,0.0
364,2008-10-28,31.5,45.0,38.5,23.0,33.0,29.57,632.0,27.0,0.0
365,2008-10-29,32.5,51.0,42.0,24.5,34.5,29.505,630.0,23.0,0.0
366,2008-10-30,32.5,62.5,48.0,31.5,41.0,29.61,627.0,18.0,0.0
367,2008-10-31,48.5,70.5,59.5,46.0,51.0,29.605,624.0,6.0,0.0
368,2009-05-01,47.0,61.0,54.0,41.0,47.5,29.295,841.0,12.0,0.02
369,2009-05-02,44.5,65.5,55.0,33.5,45.5,29.245,843.0,10.0,0.0
370,2009-05-03,44.0,70.0,57.5,34.5,47.5,29.225,845.0,8.0,0.0
371,2009-05-04,46.0,70.0,58.5,35.0,47.5,29.34,848.0,8.0,0.0
372,2009-05-05,51.5,70.5,61.0,40.5,50.5,29.25,850.0,5.0,0.0
373,2009-05-06,53.5,75.0,64.5,51.0,55.5,29.09,853.0,2.0,0.67
374,2009-05-07,56.0,77.0,67.0,52.5,57.5,29.045,855.0,-2.0,0.19
375,2009-05-08,55.0,75.5,65.5,54.0,58.5,28.97,858.0,0.0,0.02
376,2009-05-09,45.5,63.5,55.0,44.0,48.5,29.225,860.0,10.0,0.0
377,2009-05-10,41.5,67.0,54.5,39.5,46.5,29.44,862.0,11.0,0.0
378,2009-05-11,39.5,61.0,50.5,34.5,44.0,29.5,864.0,15.0,0.0
379,2009-05-12,41.5,71.5,56.5,33.0,47.0,29.41,866.0,10.0,0.0
380,2009-05-13,53.5,70.5,62.5,57.0,59.0,29.045,868.0,3.0,0.55
381,2009-05-14,54.0,68.5,61.5,44.0,52.5,29.345,870.0,4.0,0.0
382,2009-05-15,53.5,62.0,58.0,51.5,54.5,29.31,872.0,8.0,0.39
383,2009-05-16,46.0,62.0,54.5,40.5,49.5,29.385,874.0,11.0,0.0
384,2009-05-17,40.0,61.0,50.5,27.5,42.0,29.635,876.0,14.0,0.0
385,2009-05-18,42.5,66.5,54.5,31.5,45.0,29.58,878.0,12.0,0.0
386,2009-05-19,53.0,80.0,66.5,43.5,54.5,29.515,880.0,-1.0,0.0
387,2009-05-20,61.0,84.5,73.0,43.5,57.0,29.435,882.0,-8.0,0.0
388,2009-05-21,60.0,84.5,72.5,48.5,59.0,29.41,884.0,-7.0,0.0
389,2009-05-22,54.5,69.5,62.0,46.5,53.5,29.48,886.0,4.0,0.0
390,2009-05-23,52.5,79.5,66.0,50.5,57.5,29.36,887.0,0.0,0.0
391,2009-05-24,55.5,70.5,63.0,46.5,53.5,29.365,889.0,2.0,0.0
392,2009-05-25,55.0,65.5,60.5,44.5,52.0,29.305,891.0,4.0,0.04
393,2009-05-26,54.5,75.0,65.0,52.5,56.5,29.105,893.0,1.0,1.73
394,2009-05-27,56.5,74.0,65.5,59.0,61.5,28.985,894.0,1.0,0.02
395,2009-05-28,54.5,63.0,59.0,51.0,54.0,29.085,895.0,7.0,0.0
396,2009-05-29,52.5,75.5,64.0,49.0,55.0,29.2,896.0,3.0,0.0
397,2009-05-30,51.5,79.0,65.5,46.0,54.5,29.12,898.0,0.0,0.0
398,2009-05-31,47.0,72.5,60.0,42.0,51.0,29.235,899.0,6.0,0.0
399,2009-06-01,51.5,79.0,65.5,53.5,57.5,29.22,901.0,0.0,0.44
400,2009-06-02,49.0,60.5,55.0,46.5,50.5,29.39,901.0,11.0,0.12
401,2009-06-03,45.0,61.0,53.0,39.5,47.0,29.445,903.0,13.0,0.0
402,2009-06-04,44.5,68.0,56.5,37.5,48.5,29.335,904.0,10.0,0.0
403,2009-06-05,45.5,79.5,63.0,43.5,54.0,29.205,906.0,3.0,0.0
404,2009-06-06,53.0,64.5,59.0,46.5,51.5,29.23,906.0,8.0,0.02
405,2009-06-07,54.0,73.5,64.0,53.5,58.0,29.175,907.0,2.0,0.04
406,2009-06-08,53.5,81.0,67.5,60.5,64.0,29.085,908.0,-1.0,0.45
407,2009-06-09,55.5,67.0,61.5,53.0,56.0,29.26,909.0,4.0,0.0
408,2009-06-10,54.5,67.0,61.0,49.5,54.0,29.18,910.0,4.0,0.01
409,2009-06-11,53.0,62.0,58.0,52.0,54.0,29.14,910.0,6.0,0.01
410,2009-06-12,49.5,73.0,61.5,49.0,55.0,29.27,911.0,3.0,0.0
411,2009-06-13,55.0,67.0,61.0,51.5,55.0,29.31,911.0,4.0,0.33
412,2009-06-14,52.5,76.5,64.5,49.0,57.0,29.315,912.0,1.0,0.0
413,2009-06-15,55.0,81.0,68.0,49.0,58.0,29.31,912.0,-2.0,0.0
414,2009-06-16,61.5,71.0,66.5,56.0,60.5,29.18,913.0,0.0,1.23
415,2009-06-17,62.0,72.0,67.0,59.5,62.5,29.185,913.0,-1.0,0.0
416,2009-06-18,62.0,80.5,71.5,63.5,67.0,29.115,913.0,-6.0,0.12
417,2009-06-19,65.5,87.0,76.5,67.5,69.5,29.0,914.0,-11.0,3.97
418,2009-06-20,68.5,87.5,78.5,65.0,70.0,29.105,914.0,-13.0,0.0
419,2009-06-21,70.5,85.0,78.0,63.5,68.5,29.145,914.0,-12.0,0.01
420,2009-06-22,69.0,89.0,79.5,67.0,71.0,29.12,914.0,-14.0,0.09
421,2009-06-23,73.0,93.0,83.5,68.5,73.0,29.19,914.0,-18.0,0.0
422,2009-06-24,74.0,93.5,84.0,68.0,73.0,29.185,914.0,-20.0,0.04
423,2009-06-25,75.5,93.5,85.0,68.5,73.0,29.115,914.0,-20.0,0.0
424,2009-06-26,70.5,86.0,78.5,60.5,67.0,29.2,913.0,-13.0,0.0
425,2009-06-27,64.5,89.5,77.5,60.5,67.0,29.14,913.0,-11.0,0.3
426,2009-06-28,67.0,83.0,75.5,53.0,62.0,29.04,912.0,-10.0,0.0
427,2009-06-29,64.0,77.5,71.0,54.0,61.0,28.92,912.0,-5.0,0.0
428,2009-06-30,60.0,67.0,64.0,53.0,57.5,28.975,912.0,2.0,0.0
429,2009-07-01,57.0,65.0,61.0,53.0,56.5,29.1,911.0,4.0,0.0
430,2009-07-02,59.5,73.0,66.5,54.5,60.0,29.285,911.0,-1.0,0.0
431,2009-07-03,62.5,79.0,71.0,56.0,62.0,29.385,910.0,-6.0,0.0
432,2009-07-04,61.0,69.0,65.0,58.0,61.5,29.285,908.0,1.0,0.2
433,2009-07-05,59.0,81.5,70.5,58.5,63.5,29.225,908.0,-4.0,0.05
434,2009-07-06,61.5,85.5,73.5,54.0,62.5,29.17,907.0,-8.0,0.0
435,2009-07-07,62.0,76.5,69.5,54.5,60.5,29.21,907.0,-3.0,0.0
436,2009-07-08,61.5,66.5,64.0,55.5,59.0,29.31,905.0,2.0,0.06
437,2009-07-09,61.0,79.5,70.5,57.5,63.5,29.38,904.0,-4.0,0.0
438,2009-07-10,65.0,83.0,74.5,64.5,67.5,29.375,904.0,-8.0,0.08
439,2009-07-11,65.5,85.0,75.5,59.5,66.0,29.365,902.0,-9.0,0.25
440,2009-07-12,59.0,82.0,70.5,50.5,60.0,29.38,901.0,-5.0,0.0
441,2009-07-13,63.5,78.5,71.0,47.0,58.0,29.385,899.0,-5.0,0.0
442,2009-07-14,57.5,80.5,69.5,50.0,59.5,29.375,899.0,-3.0,0.0
443,2009-07-15,66.0,85.5,76.0,62.0,67.0,29.205,897.0,-10.0,0.68
444,2009-07-16,64.5,81.0,73.0,56.5,62.5,29.2,895.0,-7.0,0.0
445,2009-07-17,57.5,70.0,64.0,51.5,56.5,29.18,894.0,1.0,0.0
446,2009-07-18,57.5,72.5,65.5,52.0,57.5,29.335,892.0,0.0,0.0
447,2009-07-19,58.5,72.0,65.5,52.5,58.5,29.42,890.0,1.0,0.0
448,2009-07-20,57.0,76.0,67.0,55.5,60.5,29.39,890.0,-1.0,0.0
449,2009-07-21,61.0,81.0,71.0,56.5,62.5,29.305,888.0,-4.0,0.04
450,2009-07-22,64.5,78.5,72.0,60.0,64.0,29.255,886.0,-6.0,0.0
451,2009-07-23,62.5,80.5,71.5,59.0,63.5,29.235,884.0,-7.0,0.0
452,2009-07-24,61.5,83.0,72.5,59.5,64.5,29.11,882.0,-7.0,0.14
453,2009-07-25,66.0,81.0,74.0,58.5,64.5,29.05,880.0,-9.0,0.0
454,2009-07-26,63.5,82.0,73.0,58.5,64.5,29.155,879.0,-8.0,0.0
455,2009-07-27,65.0,84.0,74.5,61.0,66.5,29.17,877.0,-9.0,0.02
456,2009-07-28,67.0,85.0,76.0,61.0,66.5,29.105,875.0,-10.0,0.01
457,2009-07-29,64.0,80.0,72.5,51.5,60.0,29.16,873.0,-7.0,0.0
458,2009-07-30,62.0,79.5,71.0,57.0,62.5,29.175,871.0,-4.0,0.0
459,2009-07-31,60.0,81.5,71.0,54.5,61.5,29.26,869.0,-5.0,0.0
460,2009-08-01,62.0,75.0,68.5,59.0,62.5,29.21,866.0,-3.0,0.0
461,2009-08-02,57.5,78.5,68.5,51.5,59.0,29.23,864.0,-3.0,0.0
462,2009-08-03,67.5,85.0,76.5,60.5,66.0,29.135,862.0,-11.0,0.07
463,2009-08-04,68.0,85.5,77.0,62.0,67.5,29.19,860.0,-11.0,0.0
464,2009-08-05,63.5,79.0,71.5,55.0,62.0,29.37,858.0,-5.0,0.0
465,2009-08-06,61.0,81.5,71.5,51.0,60.0,29.415,856.0,-6.0,0.0
466,2009-08-07,65.5,74.0,70.0,59.0,63.0,29.385,853.0,-4.0,0.33
467,2009-08-08,68.5,89.0,79.0,70.0,73.0,29.23,851.0,-14.0,0.02
468,2009-08-09,77.0,91.5,84.5,71.5,74.5,29.26,849.0,-19.0,0.18
469,2009-08-10,70.5,85.5,78.5,65.5,69.5,29.275,846.0,-13.0,0.0
470,2009-08-11,63.5,81.5,72.5,61.5,66.0,29.33,844.0,-7.0,0.0
471,2009-08-12,61.5,82.5,72.5,55.5,62.5,29.415,842.0,-7.0,0.0
472,2009-08-13,61.5,86.0,74.0,55.0,63.0,29.41,839.0,-8.0,0.0
473,2009-08-14,65.0,88.0,77.0,59.0,66.0,29.41,837.0,-11.0,0.0
474,2009-08-15,68.5,89.0,79.0,61.0,67.5,29.35,835.0,-13.0,0.0
475,2009-08-16,70.5,89.0,80.0,67.5,70.5,29.305,832.0,-14.0,0.63
476,2009-08-17,70.5,83.0,77.0,68.0,70.5,29.31,830.0,-12.0,0.33
477,2009-08-18,65.5,83.5,74.5,60.0,65.5,29.305,827.0,-9.0,0.0
478,2009-08-19,61.5,82.0,72.0,61.0,65.5,29.115,825.0,-6.0,0.35
479,2009-08-20,64.0,78.5,71.5,61.0,65.0,28.965,822.0,-6.0,0.07
480,2009-08-21,59.0,73.5,66.5,58.0,61.0,29.1,820.0,-1.0,0.16
481,2009-08-22,57.5,68.5,63.5,52.0,56.5,29.335,817.0,2.0,0.0
482,2009-08-23,57.0,73.5,65.5,54.0,58.5,29.41,814.0,0.0,0.0
483,2009-08-24,55.5,79.0,67.5,56.5,61.5,29.44,811.0,-2.0,0.0
484,2009-08-25,60.0,82.5,71.5,61.0,65.0,29.36,809.0,-6.0,0.0
485,2009-08-26,63.0,72.5,68.0,63.0,64.5,29.39,806.0,-3.0,0.93
486,2009-08-27,61.5,67.0,64.5,60.5,62.0,29.385,803.0,1.0,0.95
487,2009-08-28,60.5,69.5,65.0,61.0,62.5,29.21,801.0,1.0,0.22
488,2009-08-29,56.0,69.0,63.0,51.5,56.5,29.21,798.0,2.0,0.02
489,2009-08-30,51.0,66.0,59.0,47.0,52.5,29.47,796.0,6.0,0.0
490,2009-08-31,49.0,67.5,58.5,44.0,52.0,29.575,793.0,6.0,0.0
491,2009-09-01,48.5,71.5,60.5,48.0,54.0,29.6,790.0,5.0,0.0
492,2009-09-02,51.5,72.5,62.5,50.5,56.0,29.535,788.0,3.0,0.0
493,2009-09-03,56.5,75.0,66.0,54.5,59.5,29.45,785.0,-1.0,0.0
494,2009-09-04,56.0,75.0,66.0,54.5,59.5,29.465,782.0,0.0,0.0
495,2009-09-05,55.5,78.0,67.0,57.0,61.5,29.515,780.0,-1.0,0.0
496,2009-09-06,63.5,77.0,70.5,59.0,63.5,29.495,777.0,-4.0,0.03
497,2009-09-07,61.0,77.0,69.0,59.0,62.5,29.415,774.0,-3.0,0.0
498,2009-09-08,61.0,78.0,69.5,61.0,64.0,29.385,771.0,-4.0,0.0
499,2009-09-09,66.5,77.5,72.5,63.0,65.5,29.445,769.0,-7.0,0.0
500,2009-09-10,64.5,80.5,73.0,62.0,65.5,29.51,766.0,-8.0,0.0
501,2009-09-11,62.5,79.0,71.0,59.0,63.5,29.465,763.0,-6.0,0.0
502,2009-09-12,59.5,78.5,69.5,60.5,63.5,29.44,761.0,-4.0,0.0
503,2009-09-13,57.5,79.5,68.5,54.5,60.5,29.42,758.0,-4.0,0.0
504,2009-09-14,58.5,84.0,71.5,55.5,61.5,29.37,755.0,-6.0,0.0
505,2009-09-15,63.5,82.5,73.0,58.5,63.5,29.385,752.0,-8.0,0.0
506,2009-09-16,60.5,71.5,66.0,54.0,59.5,29.515,748.0,0.0,0.0
507,2009-09-17,52.0,71.5,62.0,51.5,56.5,29.48,745.0,4.0,0.0
508,2009-09-18,51.0,79.0,65.5,55.0,59.0,29.49,741.0,0.0,0.0
509,2009-09-19,56.5,75.5,66.5,55.0,59.5,29.51,739.0,-1.0,0.0
510,2009-09-20,54.0,72.0,63.5,56.0,60.0,29.31,736.0,1.0,0.75
511,2009-09-21,61.5,68.0,65.0,59.5,61.5,29.285,733.0,1.0,0.0
512,2009-09-22,61.0,76.5,69.0,65.0,67.0,29.31,730.0,-3.0,0.0
513,2009-09-23,62.0,76.0,69.0,62.5,64.0,29.445,728.0,-4.0,0.0
514,2009-09-24,64.0,72.0,68.5,62.5,64.5,29.465,725.0,-4.0,0.0
515,2009-09-25,60.0,70.0,65.0,57.0,60.0,29.415,722.0,0.0,0.16
516,2009-09-26,55.5,67.5,61.5,56.0,59.0,29.18,719.0,3.0,0.0
517,2009-09-27,51.5,74.0,63.0,53.0,57.5,28.875,717.0,3.0,0.08
518,2009-09-28,49.5,62.5,56.5,42.0,49.0,28.945,714.0,9.0,0.01
519,2009-09-29,48.0,59.0,53.5,42.0,48.0,29.31,711.0,11.0,0.0
520,2009-09-30,48.0,61.5,55.0,41.0,47.5,29.415,708.0,10.0,0.0
521,2009-10-01,42.5,59.0,51.0,46.0,49.0,29.155,706.0,15.0,0.89
522,2009-10-02,47.5,56.0,52.0,46.0,48.0,28.835,703.0,13.0,0.21
523,2009-10-03,47.0,57.5,52.5,47.0,49.0,29.05,700.0,13.0,0.11
524,2009-10-04,45.0,60.5,53.0,42.5,47.0,29.31,697.0,12.0,0.0
525,2009-10-05,42.5,61.5,52.5,42.0,47.0,29.32,694.0,12.0,0.0
526,2009-10-06,49.0,61.5,55.5,46.5,50.5,28.935,691.0,10.0,0.03
527,2009-10-07,45.0,60.0,53.0,39.0,46.0,29.275,689.0,12.0,0.0
528,2009-10-08,46.0,53.5,50.0,46.0,48.5,29.215,686.0,16.0,0.12
529,2009-10-09,39.5,52.0,46.0,43.5,45.5,29.235,683.0,19.0,0.46
530,2009-10-10,32.0,48.0,40.5,30.0,35.5,29.52,681.0,25.0,0.0
531,2009-10-11,29.0,44.5,37.0,22.5,32.5,29.635,678.0,28.0,0.0
532,2009-10-12,41.5,48.5,45.5,35.0,40.5,29.47,675.0,20.0,0.02
533,2009-10-13,35.0,47.5,41.5,32.0,38.5,29.63,672.0,24.0,0.0
534,2009-10-14,42.0,48.0,45.0,36.0,41.0,29.435,669.0,20.0,0.03
535,2009-10-15,41.0,44.0,43.0,38.0,40.0,29.285,667.0,22.0,0.29
536,2009-10-16,39.5,45.5,42.5,36.0,39.5,29.435,664.0,23.0,0.04
537,2009-10-17,37.5,52.0,45.0,33.5,39.5,29.605,661.0,21.0,0.0
538,2009-10-18,32.0,53.0,42.5,33.0,39.5,29.52,659.0,23.0,0.0
539,2009-10-19,43.5,65.5,55.0,40.5,47.0,29.285,656.0,10.0,0.0
540,2009-10-20,49.5,63.0,56.5,47.5,52.0,29.345,653.0,10.0,0.03
541,2009-10-21,55.0,69.5,62.5,51.0,55.5,29.285,650.0,3.0,0.0
542,2009-10-22,48.5,58.0,53.5,48.5,50.5,29.205,648.0,12.0,1.03
543,2009-10-23,43.0,61.5,52.5,49.5,50.5,28.765,645.0,13.0,0.89
544,2009-10-24,38.5,49.5,44.0,37.0,40.5,29.065,643.0,21.0,0.04
545,2009-10-25,44.0,62.5,53.5,44.0,48.5,29.29,640.0,12.0,0.27
546,2009-10-26,49.5,55.0,52.5,47.5,49.0,29.315,637.0,13.0,0.11
547,2009-10-27,46.5,51.5,49.0,45.5,47.5,29.215,635.0,17.0,0.06
548,2009-10-28,50.0,57.5,54.0,49.0,51.0,29.31,632.0,11.0,0.0
549,2009-10-29,47.5,60.0,54.0,50.0,52.0,29.245,630.0,11.0,0.6
550,2009-10-30,46.5,67.5,57.5,53.5,56.0,28.83,627.0,8.0,0.81
551,2009-10-31,36.0,46.5,41.5,31.0,38.0,29.215,624.0,24.0,0.0
552,2010-05-01,59.5,70.5,65.0,53.5,58.5,28.92,841.0,1.0,0.11
553,2010-05-02,53.5,68.5,61.0,52.0,56.0,28.935,843.0,4.0,0.93
554,2010-05-03,51.0,72.0,61.5,45.0,53.0,29.1,845.0,4.0,0.0
555,2010-05-04,51.5,79.5,66.0,43.5,54.0,29.09,848.0,0.0,0.0
556,2010-05-05,56.5,72.5,64.5,37.0,51.0,29.115,850.0,1.0,0.0
557,2010-05-06,47.0,61.5,54.5,39.0,46.0,29.3,853.0,10.0,0.01
558,2010-05-07,45.5,59.0,52.5,46.0,48.5,29.01,855.0,13.0,0.72
559,2010-05-08,42.0,50.0,46.0,35.0,41.0,29.39,858.0,19.0,0.02
560,2010-05-09,37.5,57.0,47.5,29.0,40.0,29.625,860.0,17.0,0.0
561,2010-05-10,42.0,58.0,50.5,30.0,42.0,29.505,862.0,15.0,0.0
562,2010-05-11,44.0,55.5,50.0,46.0,47.5,29.185,864.0,17.0,0.97
563,2010-05-12,45.0,52.0,49.0,45.0,46.5,29.385,866.0,17.0,0.12
564,2010-05-13,48.5,75.5,62.5,53.5,56.0,29.255,868.0,4.0,1.49
565,2010-05-14,48.0,66.5,57.5,43.5,50.5,29.49,870.0,8.0,0.0
566,2010-05-15,45.0,62.0,53.5,41.5,48.0,29.56,872.0,13.0,0.0
567,2010-05-16,43.5,66.0,55.0,43.0,49.5,29.46,874.0,11.0,0.0
568,2010-05-17,51.0,59.0,55.0,42.5,48.5,29.32,876.0,11.0,0.01
569,2010-05-18,47.5,63.5,56.0,40.5,48.0,29.285,878.0,9.0,0.0
570,2010-05-19,45.0,73.5,59.5,39.0,50.5,29.335,880.0,6.0,0.0
571,2010-05-20,49.0,73.0,61.5,49.0,55.0,29.32,882.0,4.0,0.05
572,2010-05-21,56.0,72.5,64.5,58.0,60.0,29.18,884.0,0.0,0.21
573,2010-05-22,58.0,73.0,65.5,59.0,61.0,29.26,886.0,-1.0,0.0
574,2010-05-23,63.5,89.0,76.5,65.5,69.0,29.295,887.0,-11.0,0.0
575,2010-05-24,71.5,91.0,81.5,66.5,71.5,29.36,889.0,-16.0,0.0
576,2010-05-25,70.0,87.5,79.0,61.5,68.0,29.36,891.0,-14.0,0.0
577,2010-05-26,68.0,86.0,77.5,62.5,68.0,29.315,893.0,-12.0,0.0
578,2010-05-27,62.0,77.0,69.5,50.0,59.0,29.335,894.0,-4.0,0.0
579,2010-05-28,58.0,77.5,68.0,49.5,58.0,29.305,895.0,-3.0,0.0
580,2010-05-29,60.5,85.0,73.0,57.0,63.0,29.255,896.0,-8.0,0.0
581,2010-05-30,62.5,91.0,77.0,59.0,66.0,29.195,898.0,-11.0,0.0
582,2010-05-31,65.5,82.5,74.5,64.5,67.0,29.18,899.0,-9.0,0.26
583,2010-06-01,64.0,84.5,74.5,62.5,67.0,29.135,901.0,-9.0,0.0
584,2010-06-02,58.0,77.0,67.5,61.0,64.0,29.025,901.0,-2.0,1.02
585,2010-06-03,57.0,71.0,64.5,46.0,55.0,29.125,903.0,1.0,0.0
586,2010-06-04,58.5,83.0,71.0,59.5,64.5,29.035,904.0,-5.0,0.0
587,2010-06-05,60.0,79.0,70.0,64.0,66.5,28.975,906.0,-5.0,0.15
588,2010-06-06,56.5,75.5,66.5,54.5,59.0,29.19,906.0,-1.0,0.0
589,2010-06-07,55.0,69.5,62.5,48.5,55.0,29.375,907.0,3.0,0.0
590,2010-06-08,58.5,67.0,63.0,57.0,59.0,29.25,908.0,2.0,0.45
591,2010-06-09,66.0,83.0,74.5,55.5,63.0,29.16,909.0,-9.0,0.0
592,2010-06-10,59.0,76.0,68.0,54.0,60.0,29.285,910.0,-3.0,0.0
593,2010-06-11,64.0,88.5,76.5,67.0,71.0,29.21,910.0,-12.0,0.02
594,2010-06-12,62.0,77.0,70.0,63.0,65.0,29.28,911.0,-5.0,0.34
595,2010-06-13,61.5,72.0,67.0,61.5,63.5,29.29,911.0,-2.0,0.25
596,2010-06-14,60.5,71.0,66.0,61.0,62.5,29.255,912.0,0.0,0.0
597,2010-06-15,60.5,79.0,70.0,65.5,67.0,29.195,912.0,-5.0,0.59
598,2010-06-16,64.0,84.0,74.5,60.5,65.0,29.31,913.0,-8.0,0.0
599,2010-06-17,65.5,84.0,75.0,61.5,67.0,29.33,913.0,-9.0,0.0
600,2010-06-18,66.5,90.5,79.0,66.0,69.0,29.21,913.0,-14.0,0.87
601,2010-06-19,66.0,85.5,76.0,60.5,66.0,29.27,914.0,-11.0,0.0
602,2010-06-20,65.5,80.5,73.5,60.5,65.0,29.37,914.0,-8.0,0.0
603,2010-06-21,67.5,85.0,76.5,66.0,69.0,29.285,914.0,-11.0,0.22
604,2010-06-22,69.5,85.5,77.5,68.0,71.0,29.31,914.0,-12.0,0.0
605,2010-06-23,68.0,87.0,77.5,69.5,71.0,29.195,914.0,-13.0,0.87
606,2010-06-24,65.0,82.5,74.0,59.5,65.0,29.355,914.0,-10.0,0.0
607,2010-06-25,64.0,84.0,74.0,61.5,66.5,29.31,914.0,-8.0,0.0
